Надо брать	Текст сообщения	Дата	Время	Канал	Тайминг	Компания
Не важно	#нефтянка Вкнесуэла одобрила нефтяное соглашение с США на разработку 17 нефтяных месторождений с запасом 65 млрд баррелей (примерно 1/5 запасов Венесуэлы)	03.09.2026	20:20	Шпион РЦБ	03.09.2026 20:20:00	
Важно	❗️🇺🇦#украина #геополитика Зеленский заявил, что получил подтверждение от Уиткоффа и Кушнера и надеется, что они приедут с визитом в Киев и в Москву в ближайшие дни.	03.09.2026	20:26	Market Twits	03.09.2026 20:26:00	
Не важно	📣#ии #музыка Музыкальный сервис Звук запустил «Вкратце» - ИИ-пересказ аудиокниг - теперь можно быстро вспомнить сюжет аудиокниги после перерыва или познакомиться с ее содержанием перед прослушиванием. На странице аудиокниги можно заранее послушать краткое содержание. В плеере — за несколько минут вспомнить ключевые события уже прослушанных глав и продолжить с нужного места. "Мы развиваем Звук в сторону персонального AI-компаньона, который не просто рекомендует контент, а помогает взаимодействовать с ним." — Артём Лебедев, генеральный директор музыкального сервиса Звук	03.09.2026	20:32	Market Twits	03.09.2026 20:32:00	
Не важно	Торги юанем в августе выросли до 2,8 трлн руб. (+70% г/г) на фоне оферт квазивалютных облигаций — Ъ Читать далее 👉 https://smartlab.news/i/203105 мы в max	03.09.2026	20:38	Смарт Лаб	03.09.2026 20:38:00	
Возможно	Иранские удары не затронули военные объекты США на Ближнем Востоке — CBS News Читать далее 👉 https://smartlab.news/i/203106 мы в max	03.09.2026	20:49	Смарт Лаб	03.09.2026 20:49:00	
Не важно	⚠️🇺🇸🇪🇺#космос #сша #европа Космические компании Маска, Безоса, производитель ракет Stock Space и стартап Starcloud, который пытается построить первый ЦОД в космосе, отказались от участия в космическом саммите в Париже 9-10 сентября — Politico	03.09.2026	21:09	Market Twits	03.09.2026 21:09:00	
Возможно	Вэнс: Мы не будем вести переговоры с Ираном, пока они не прекратят обстреливать торговые суда Читать далее 👉 https://smartlab.news/i/203107 мы в max	03.09.2026	21:19	Смарт Лаб	03.09.2026 21:19:00	
Не важно	🇷🇺#russia #today Вероятность того, что Канье Уэст выступит в России до 31 октября, оценивается игроками на Polymarket сегодня 3 сентября в 31%	03.09.2026	21:21	Market Twits	03.09.2026 21:21:00	
Не важно	❗️🇷🇺#бизнес #инвестиции #дкп #россия Бизнес вернётся к новым инвестпроектам при ключевой ставке ниже 10%, заявил зампред правления банка Анатолий Попов в интервью. Такой уровень считают комфортным более половины клиентов Сбера. Пока высокая ставка вынуждает бизнес тратить деньги преимущественно на текущую деятельность, завершение начатых проектов и расширение мощностей #вэф	03.09.2026	21:24	Market Twits	03.09.2026 21:24:00	
Важно	Трамп: Я просто хочу, чтобы война на Украине закончилась Читать далее 👉 https://smartlab.news/i/203108 мы в max	03.09.2026	21:26	Смарт Лаб	03.09.2026 21:26:00	
Важно	#Политика ТРАМП ВЫРАЗИЛ МНЕНИЕ, ЧТО СУМЕЕТ ДОБИТЬСЯ ЗАВЕРШЕНИЯ КОНФЛИКТА НА УКРАИНЕ	03.09.2026	21:34	Шпион РЦБ	03.09.2026 21:34:00	
Важно	⚠️🇮🇷#иран #геополитика Вэнс: США не будут вести переговоры с Ираном, пока не прекратятся атаки на суда	03.09.2026	21:57	Market Twits	03.09.2026 21:57:00	
Возможно	🇺🇦#украина #геополитика #трамп Трамп: Я просто хочу, чтобы война на Украине закончилась	03.09.2026	21:57	Market Twits	03.09.2026 21:57:00	
Важно	⚠️🇺🇦#нато #украина #геополитика В Германии запустили серийное производство более 5000 дальнобойных дронов-камикадзе для Украины на сумму около €300 млн. Выпуском занимается СП немецко-американской Auterion и украинской Airlogix — Handelsblatt	03.09.2026	21:57	Market Twits	03.09.2026 21:57:00	
Не важно	🇩🇪#VOW #увольнения #авто #германия Volkswagen сегодня представил планы по сокращению 50 000 человек в рамках стратегического плана до 2030 г.	03.09.2026	22:01	Market Twits	03.09.2026 22:01:00	
Возможно	🇮🇷#иран #геополитика #трамп Трамп в интервью телеканалу GB News пообещал скорую победу над Ираном	03.09.2026	22:04	Market Twits	03.09.2026 22:04:00	
Не важно	❗️🇯🇵#fx #япония сильнейшее укрепление в йене против доллара сегодня на фоне интервенций ЦБ	03.09.2026	22:18	Market Twits	03.09.2026 22:18:00	
Не важно	⬆️🇺🇸#акции #сша хороший рост в SP500 сегодня в Nasdaq поймано очень много шортов вчера Трамп под закрытие заявил, что фондовый рынок будет расти сегодня, самый ястребиный спикер ФРС Уоллер (Waller) заявил, что видит первые признаки дезинфляции и выступил за неизменение ставки на следующем заседании ( ранее выступал за повышение ставки как можно скорее)... после этого рост в SP500 ускорился	03.09.2026	22:24	Market Twits	03.09.2026 22:24:00	
Важно	Трамп заявил, что пока не решил, приглашать ли Путина на декабрьский саммит G20 в Майами Читать далее 👉 https://smartlab.news/i/203109 мы в max	03.09.2026	22:33	Смарт Лаб	03.09.2026 22:33:00	
Не важно	⬆️🇷🇺#акции #россия Индекс IMOEX2, который учитывает все дополнительные торговые сессии, еще вчера успешно закрепился выше своей 50-дневки и сегодня успешно вылетает на Луну...	03.09.2026	22:34	Market Twits	03.09.2026 22:34:00	
Возможно	#Политика Законопроект о санкциях против России застопорился в Палате Представителей США из-за опасений по поводу тарифов — Bloomberg	03.09.2026	23:02	Шпион РЦБ	03.09.2026 23:02:00	
Возможно	Санкционный законопроект против РФ застрял в Палате представителей из-за опасений о тарифах и, вероятно, будет отложен как минимум до ноябрьских выборов — Bloomberg Читать далее 👉 https://smartlab.news/i/203110 мы в max	03.09.2026	23:04	Смарт Лаб	03.09.2026 23:04:00	
Важно	❗️🇺🇸🇷🇺#санкции #россия Законопроект об "адских санкциях" против России забуксовал т.к. сталкивается с растущим сопротивлением в Палате представителей США и, скорее всего, будет заморожен как минимум до ноябрьских промежуточных выборов из-за опасений по поводу того, что этот закон усилит власть Трампа в сфере тарифов и приведёт к дальнейшему росту цен на нефть. — BBG	03.09.2026	23:07	Market Twits	03.09.2026 23:07:00	
Не важно	🇺🇸#AAPL Новый складной iPhone Ultra будет стоить $2499, если верить утечке австралийского подразделения оператора Vodafone	03.09.2026	23:25	Market Twits	03.09.2026 23:25:00	
Не важно	🇺🇸#ии #сша OpenAI сегодня представила свою самую мощную ии-модель под названием "GPT-6 Astra"	03.09.2026	23:29	Market Twits	03.09.2026 23:29:00	
Не важно	📈 Акции Озона увеличили рост до 12,3% на вечерних торгах, достигнув верхней планки #OZON Читать далее 👉 https://smartlab.news/i/203111 мы в max	03.09.2026	23:30	Смарт Лаб	03.09.2026 23:30:00	
Важно	⚠️🇪🇺🇷🇺#санкции #россия Представители Евросоюза планируют в ближайшие недели провести серию встреч для обсуждения новых санкций против России — BBG среди новых мер рассматриваются: - ограничение выдачи туристических виз - ужесточение правил передвижения для российских дипломатов - новые ограничения против «теневого флота» РФ	03.09.2026	23:40	Market Twits	03.09.2026 23:40:00	
Не важно	после отчетностей: 🇺🇸#LULU Lululemon = -20% 🇺🇸#DOCU Docusign = +5% 🇺🇸#AMBA Ambarella = 0%	03.09.2026	23:42	Market Twits	03.09.2026 23:42:00	
Не важно	🇺🇸#Revolut Revolut получил условное одобрение Управления валютного контроля США на создание национального банка в США, запуск запланирован на 2027г	03.09.2026	23:44	Market Twits	03.09.2026 23:44:00	
Не важно	⬆️🇷🇺#акции #россия	03.09.2026	23:46	Market Twits	03.09.2026 23:46:00	
Возможно	❗️🛢🇺🇸#бензин #сша Рынок дизельного топлива в США начинает сталкивается с серьёзным дефицитом предложения, а розничные цены уже на максимумах с апреля — BBG	03.09.2026	23:53	Market Twits	03.09.2026 23:53:00	
Не важно	❗️🇯🇵 #fx #япония #интервенции интервенции в йене ЦБ Японии и Минфин США стоят стеной на текущих уровнях	03.09.2026	23:56	Market Twits	03.09.2026 23:56:00	
Не важно	mt в max 🗓КАЛЕНДАРЬ НА СЕГОДНЯ — 2026.09.04 🇷🇺РФ - Восточный экономический форум (ВЭФ) - день 4 🇺🇸США - Non-Farm Payrolls (авг) - 15:30мск 🇺🇸США - безработица (авг) - 15:30мск 🇷🇺ГОСА по дивидендам: #RUAL	04.09.2026	6:44	Market Twits	04.09.2026 6:44:00	
Не важно	🌎#markets	04.09.2026	6:46	Market Twits	04.09.2026 6:46:00	
Не важно	🌎#fx USDCNY = 6.71 USDTRUB = 88.3	04.09.2026	6:47	Market Twits	04.09.2026 6:47:00	
Возможно	🇺🇸🇷🇺#санкции #россия Спикер Палаты представителей США Джонсон заявил журналистам, что он сомневается, что законопроект об "адских санкциях" против России выйдет на голосование до ноябрьских промежуточных выборов в США — BBG	04.09.2026	6:50	Market Twits	04.09.2026 6:50:00	
Не важно	🛢🇺🇸#бензин #сша Джей Ди Вэнс на брифинге обвинил Европу в высоких ценах на бензин заявив, что европейские союзники «не способны сделать хоть что-то, чтобы помочь США» обеспечить снабжение мировых энергетических рынков.	04.09.2026	6:56	Market Twits	04.09.2026 6:56:00	
Не важно	Новак: Россия готовит новый маршрут поставок газа в Китай на 10 млрд куб. м в год и обсуждает «Силу Байкала» #GAZP Читать далее 👉 https://smartlab.news/i/203112 мы в max	04.09.2026	6:57	Смарт Лаб	04.09.2026 6:57:00	
да	🇷🇺🇨🇳#газ #спг #нефть #россия #китай РОССИЯ И КИТАЙ ГОТОВЯТ К ЗАПУСКУ ДАЛЬНЕВОСТОЧНЫЙ МАРШРУТ ПОСТАВОК ГАЗА, ПРОДОЛЖАЮТ ДИАЛОГ ПО ДРУГИМ ПРОЕКТАМ, ВКЛЮЧАЯ "СИЛУ БАЙКАЛА" РФ И КИТАЙ ПРОДОЛЖАТ ПОДГОТОВКУ КОНТРАКТА ПО "СИЛЕ БАЙКАЛА", ЧТОБЫ КОМПАНИИ БЫСТРЕЕ ДОГОВОРИЛИСЬ РОССИЯ И КИТАЙ РАЗВИВАЮТ СОВМЕСТНЫЙ ПРОЕКТ ПО ДОБЫЧЕ И СЖИЖЕНИЮ ГАЗА В АРКТИКЕ РОССИЯ И КИТАЙ НАРАСТИЛИ ЗА 7 МЕСЯЦЕВ 2026 ГОДА ТОРГОВЛЮ ЭНЕРГОРЕСУРСАМИ НА 20%, ДО БОЛЕЕ $50 МЛРД - ВИЦЕ-ПРЕМЬЕР ГОССОВЕТА КНР — НОВАК ————————————— ранее глава Минэнерго РФ Цивилев заявлял, что "Силу Сибири 2" могут переименовать в "Силу Байкала" #вэф	04.09.2026	7:00	Market Twits	04.09.2026 7:00:00	
Не важно	Новак: Большая часть независимых АЗС в России уже снабжается топливом. Ситуация по дизельному топливу стабильна. Правительство не планирует вносить изменения в демпфирующий механизм на рынке топлива Читать далее 👉 https://smartlab.news/i/203113 мы в max	04.09.2026	7:00	Смарт Лаб	04.09.2026 7:00:00	
Не важно	Новак: Россия и Китай расширяют сотрудничество в СПГ и строительстве газоперерабатывающего комплекса на Балтике #NVTK Читать далее 👉 https://smartlab.news/i/203114 мы в max	04.09.2026	7:01	Смарт Лаб	04.09.2026 7:01:00	
Не важно	🇪🇺🇬🇱#европа #гренландия Урсула фон дер Ляйен объявит о новом пакете финансировании Гренландии в размере 200 миллионов евро во время своего визита на остров в это воскресенье -- FT ———————— ранее сообщалось, что глава ЕК посетит Гренландию в воскресенье - понедельник	04.09.2026	7:04	Market Twits	04.09.2026 7:04:00	
Возможно	🛢🇷🇺#бензин #россия Новак назвал стабильной ситуацию по дизельному топливу. Российские власти намерены не допустить затоваривания дизеля, при необходимости разрешат его экспорт. Большая часть независимых автозаправочных станций в России уже снабжается топливом, в дальнейшем их количество будет увеличено. — Новак, ТАСС #вэф	04.09.2026	7:07	Market Twits	04.09.2026 7:07:00	
Не важно	🛢🇷🇺#бензин #россия Топливо пониженных экологических классов начало появляться на российских АЗС. На АЗС в ряде регионов автомобилисты уже могут заправиться бензином Евро-4 — Известия	04.09.2026	7:10	Market Twits	04.09.2026 7:10:00	
Возможно	На нефтебазе в Сочи начался пожар после атаки БПЛА #LKOH Читать далее 👉 https://smartlab.news/i/203115 мы в max	04.09.2026	7:11	Смарт Лаб	04.09.2026 7:11:00	
Возможно	🇷🇺#nev #россия #авто Проблемы с бензином этим летом подстегнули в России и без того растущий интерес к гибридам — Ъ	04.09.2026	7:12	Market Twits	04.09.2026 7:12:00	
Не важно	❗️🇷🇺#авиа #россия НЕОБХОДИМОСТИ ПРОВОДИТЬ ОТДЕЛЬНОЕ СОВЕЩАНИЕ ПО СИТУАЦИИ В АВИАЦИИ ПОСЛЕ УГРОЗ ЗЕЛЕНСКОГО НЕТ — ПЕСКОВ РИА НОВОСТИ	04.09.2026	7:12	Market Twits	04.09.2026 7:12:00	
Важно	⚠️🇺🇦#украина #геополитика Киев не собирается отдавать Донбасс и другие территории, выступает за "заморозку" конфликта — Сибига, интервью	04.09.2026	7:15	Market Twits	04.09.2026 7:15:00	
Не важно	🇷🇺#вэф На ВЭФ-2026 заключили соглашения на 7 трлн руб — советник президента Кобяков	04.09.2026	7:17	Market Twits	04.09.2026 7:17:00	
Не важно	❗️🇷🇺#дкп #россия ЦБ НЕОБХОДИМО ПРИЙТИ К ЗДРАВОЙ ДКП — СОВЕТНИК ПРЕЗИДЕНТА КОБЯКОВ #вэф	04.09.2026	7:19	Market Twits	04.09.2026 7:19:00	
Важно	Песков: необходимости проводить отдельное совещание по ситуации в авиации в России после заявлений Зеленского нет #AFLT #UTAR Читать далее 👉 https://smartlab.news/i/203116 мы в max	04.09.2026	7:19	Смарт Лаб	04.09.2026 7:19:00	
Не важно	🇷🇺#дкп #россия #прогноз Греф ожидает, что ЦБ в 2026 г будет снижать ставку темпами 0.25 - 0.50% — интервью ВЕСТИ #вэф	04.09.2026	7:20	Market Twits	04.09.2026 7:20:00	
Не важно	🇷🇺#fx #россия В августе объем биржевых торгов юанем с поставкой «завтра» вырос на 70% г/г до 2,8 трлн руб. В этот период стремительно выросли и курсы ведущих валют. Во многом такая ситуация определялась выходом на оферту крупных эмитентов с квазивалютными облигационными выпусками, которые привели к росту спроса на валюты со стороны банков. — Ъ	04.09.2026	7:23	Market Twits	04.09.2026 7:23:00	
Не важно	Продажи новых авто в России в августе снизились на 7% г/г, при этом с начала года рынок вырос на 9% — Ведомости #AVAZ Читать далее 👉 https://smartlab.news/i/203117 мы в max	04.09.2026	7:23	Смарт Лаб	04.09.2026 7:23:00	
Не важно	🇷🇺#авто #россия Производственные мощности российских автозаводов необходимо максимально задействовать для удовлетворения запроса россиян на качественные, современные и доступные автомобили — Мантуров назвал ключевую задачу российского автопрома до 2035 г — ТАСС #вэф	04.09.2026	7:25	Market Twits	04.09.2026 7:25:00	
Не важно	🛢🇷🇺🇨🇳#газ #спг #россия #китай Китай отмечает планомерное строительство проекта "Арктик СПГ - 2" и стабильную работу "Ямал СПГ" — вице-премьер Госсовета КНР Дин Сюэсян #вэф	04.09.2026	7:27	Market Twits	04.09.2026 7:27:00	
Возможно	#GAZP РОССИЯ И КИТАЙ В ХОДЕ МПК ПОДТВЕРДИЛИ ЦЕЛЕСООБРАЗНОСТЬ ПРОЕКТА "СИЛА БАЙКАЛА", УСКОРЯТ РАБОТУ ПО ВЫХОДУ НА КОНТРАКТ - НОВАК	04.09.2026	7:30	Шпион РЦБ	04.09.2026 7:30:00	
Не важно	⬆️🛢🇺🇸#бензин #сша Цены на дизель в США побили исторический рекорд	04.09.2026	7:32	Market Twits	04.09.2026 7:32:00	
	🇷🇺#FESH #отчетность FESCO ОЖИДАЕТ ПРИБЫЛЬ И РОСТ EBITDA ПО МСФО ПО ИТОГАМ 2026 Г — ГЕНДИРЕКТОР, ИФ #вэф	04.09.2026	7:34	Market Twits	04.09.2026 7:34:00	
Не важно	🇷🇺#недвижимость #россия По итогам 1п 2026г активы рыночных закрытых фондов недвижимости превысили 1 трлн руб, обновив рекорд. Чистые привлечения в такие фонды выросли с начала года на 118 млрд руб. Вложения растут прежде всего в складскую и офисную недвижимость — Ъ	04.09.2026	7:36	Market Twits	04.09.2026 7:36:00	
Не важно	⚠️🇺🇸#сша #геополитика План США - в создании в Евразии долгосрочных зон конфликта — советник президента Кобяков, ТАСС #вэф	04.09.2026	7:39	Market Twits	04.09.2026 7:39:00	
Важно	❗️⚠️🇺🇦#украина #геополитика #прогноз ТОЧКА НЕВОЗВРАТА В КОНФЛИКТЕ НА УКРАИНЕ ПРОЙДЕНА, — СОВЕТНИК ПРЕЗИДЕНТА КОБЯКОВ, ТАСС #вэф	04.09.2026	7:39	Market Twits	04.09.2026 7:39:00	
Возможно	FESCO ожидает чистую прибыль и рост EBITDA по итогам 2026 года — гендир Петр Иванов #FESH Читать далее 👉 https://smartlab.news/i/203118 мы в max	04.09.2026	7:39	Смарт Лаб	04.09.2026 7:39:00	
Не важно	Россияне продолжают активно наращивать вложения в фонды денежного рынка на фоне высоких ставок. За последний год стоимость чистых активов крупнейших фондов выросла на 25–90% — Ведомости #LQDT #AKMMA #SBMM Читать далее 👉 https://smartlab.news/i/203119 мы в max	04.09.2026	7:43	Смарт Лаб	04.09.2026 7:43:00	
Возможно	Точка невозврата в конфликте на Украине пройдена — советник Президента, Антон Кобяков Читать далее 👉 https://smartlab.news/i/203120 мы в max	04.09.2026	7:48	Смарт Лаб	04.09.2026 7:48:00	
Не важно	Стоимость чистых активов рыночных ЗПИФов недвижимости в I полугодии выросла на ₽117,8 млрд (+13,2% г/г), впервые превысив ₽1 трлн — Ъ Читать далее 👉 https://smartlab.news/i/203121 мы в max	04.09.2026	7:59	Смарт Лаб	04.09.2026 7:59:00	
Не важно	⬇️🇷🇺#авто #россия #отчетность ПРОДАЖИ НОВЫХ ЛЕГКОВЫХ АВТО В РФ В АВГУСТЕ СНИЗИЛИСЬ НА 6,5% Г/Г ДО 114.285 ШТУК -- АВТОСТАТ	04.09.2026	8:02	Market Twits	04.09.2026 8:02:00	
Не важно	✴️🇷🇺#кибербез #крипто #россия Криптовалютный рынок столкнулся с кратным ростом хакерских атак. В 1п 2026г на крупные международные криптосервисы было совершено 211 хакерских атак, это в 2,5 раза больше, чем годом ранее. Двукратный рост числа хакерских атак на криптосервисы по всему миру ставит перед российскими участниками задачу создания безопасной инфраструктуры для формирующегося крипторынка. Их защита требует многоуровневой системы, включающей сегментацию сетей, холодное хранение и регулярные проверки уязвимостей. Требуется также сформировать и соответствующее законодательство, которое защищало бы интересы инвесторов в случае кражи активов. — Ъ	04.09.2026	8:07	Market Twits	04.09.2026 8:07:00	
Возможно	⬆️🛢🇨🇳🇷🇺#торговля #нефть #газ #спг #китай #россия Россия и Китай нарастили торговлю энергоресурсами на 20% в 2026г. Объем превысил $50 млрд и составил одну треть от всего товарооборота, сообщил вице-премьер Госсовета КНР Дин Сюэсян	04.09.2026	8:12	Market Twits	04.09.2026 8:12:00	
Не важно	🌎#логистика #мир Cтоимость перевозок по морю продолжает расти: Baltic Dry index находится на максимуме за 3 года	04.09.2026	8:16	Market Twits	04.09.2026 8:16:00	
Не важно	В России могут создать до 40 межрегиональных ЦОД-хабов для развития ИИ и снижения нагрузки на энергосистему — Ведомости #RTKM Читать далее 👉 https://smartlab.news/i/203122 мы в max	04.09.2026	8:17	Смарт Лаб	04.09.2026 8:17:00	
Возможно	⚠️🇮🇷#иран #геополитика Израиль готовится к крупномасштабной скоординированной ракетной атаке со стороны Ирана. Израиль видит признаки того, что Иран вскоре может возобновить военные действия — портал C14	04.09.2026	8:21	Market Twits	04.09.2026 8:21:00	
Не важно	🇷🇺#акции #россия #макро Российский фондовый рынок сейчас переживает перестройку - все большую роль на нем играют частные инвесторы — Аксаков #вэф	04.09.2026	8:33	Market Twits	04.09.2026 8:33:00	
Не важно	Путин: Россия занимает первое место по объему поставок нефти и природного газа в Китай. А также в числе лидеров среди экспортеров угля и СПГ Читать далее 👉 https://smartlab.news/i/203123 мы в max	04.09.2026	8:41	Смарт Лаб	04.09.2026 8:41:00	
Не важно	54% ретейлеров ожидают ухудшения условий для бизнеса в 2027 году — Forbes Читать далее 👉 https://smartlab.news/i/203124 мы в max	04.09.2026	8:42	Смарт Лаб	04.09.2026 8:42:00	
Важно	❗️⚠️🇺🇦#украина #геополитика СОВЕТНИК ПРЕЗИДЕНТА РФ КОБЯКОВ НАЗВАЛ ПЛАН ТРАМПА ПО УРЕГУЛИРОВАНИЮ УКРАИНСКОГО КОНФЛИКТА ТРУДНОПОНИМАЕМЫМ И ТРУДНОРЕАЛИЗУЕМЫМ #вэф	04.09.2026	8:45	Market Twits	04.09.2026 8:45:00	
Не важно	Мировой рынок природных алмазов остается под давлением из-за слабого спроса, высоких запасов у индийских огранщиков и конкуренции со стороны синтетических камней — Forbes #ALRS Читать далее 👉 https://smartlab.news/i/203125 мы в max	04.09.2026	8:50	Смарт Лаб	04.09.2026 8:50:00	
Не важно	Рост цен на элитные новостройки Москвы замедлился с 30% до 5% на фоне падения спроса — Ъ Читать далее 👉 https://smartlab.news/i/203126 мы в max	04.09.2026	8:54	Смарт Лаб	04.09.2026 8:54:00	
Не важно	❗️🇩🇪#VOW #авто #германия Volkswagen уволит до 60 000 человек и сократит расходы на инвестиции и исследования на €50 млрд. 4 сентября набсовет концерна должен утвердить новый план масштабной реструктуризации, которая является "последним шансом" для компании. После реструктуризации, Volkswagen рассчитывает продавать около 9 млн авто к 2030г против 11 млн в 2019г. — Build	04.09.2026	8:55	Market Twits	04.09.2026 8:55:00	
Не важно	🔔 Доброе утро! Сегодня, 04.09, событий не ожидается! 📆 Полный календарь тут: https://smart-lab.ru/calendar/stocks/ ✊Удачных инвестиций!	04.09.2026	9:00	Смарт Лаб	04.09.2026 9:00:00	
Не важно	Греф: ЦБ в 2026 году, вероятно, продолжит снижать ключевую ставку шагами по 25–50 б.п. Читать далее 👉 https://smartlab.news/i/203128 мы в max	04.09.2026	9:00	Смарт Лаб	04.09.2026 9:00:00	
Важно	🔥🇺🇦#украина #геополитика ИСТОЧНИК ТАСС ПОДТВЕРДИЛ, ЧТО УИТТКОФФ И КУШНЕР В БЛИЖАЙШИЕ ДНИ НАМЕРЕНЫ ПРИЕХАТЬ В КИЕВ И МОСКВУ	04.09.2026	9:03	Market Twits	04.09.2026 9:03:00	
Возможно	Уиткофф и Кушнер в ближайшие дни намерены приехать в Киев и Москву Читать далее 👉 https://smartlab.news/i/203129 мы в max	04.09.2026	9:06	Смарт Лаб	04.09.2026 9:06:00	
Не важно	#Нефтянка Нефтегазовые доходы в августе упали вдвое — Коммерсантъ Налоговые поступления федерального бюджета от добычи и продажи нефти и газа в августе упали до минимального с января этого года значения. За месяц собрано всего 424 млрд руб., следует из опубликованных Минфином 3 сентября данных. Это на 55% меньше, чем было в июле (934 млрд руб.), и на 16% ниже, чем год назад, в августе 2025 года.	04.09.2026	9:07	Шпион РЦБ	04.09.2026 9:07:00	
Не важно	⬆️🇷🇺#IMOEX "Я люблю тебя до слез, Каждый вздох, как в первый раз, Вместо лжи красивых фраз Это облако из роз. Лепестками белых роз Наше ложе застелю, Я люблю тебя до слез, Без ума люблю." — IMOEX	04.09.2026	9:11	Market Twits	04.09.2026 9:11:00	
Не важно	#IMOEX выше 2250	04.09.2026	9:13	Шпион РЦБ	04.09.2026 9:13:00	
Не важно	Транснефть не обращалась в ФАС с просьбой увеличить тарифы на прокачку выше инфляции в связи со снижением грузопотоков Читать далее 👉 https://smartlab.news/i/203132 мы в max	04.09.2026	9:24	Смарт Лаб	04.09.2026 9:24:00	
Не важно	🛢🇷🇺🇨🇳#торговля #россия #китай #макро Выступление Сечина на ВЭФ: - Россия и Китай генерируют треть всей энергии, производимой в мире - энергопотребление КНР в 2025 году превысило потребление США и Европы - товарооборот РФ и Китая за 30 лет вырос более чем в 50 раз - Россия является крупнейшим экспортером нефти в Китай, доля поставок достигла 23% - Россия является основным поставщиком обогащенного урана в Китай - российские поставки обеспечивают для Китая около 20% импорта угля - важнейшим маршрутом поставки энергоресурсов на фоне ближневосточного кризиса стал СМП, у Китая есть приоритетный доступ к нему - Китай преодолел Ормуз благодаря заблаговременному созданию резервов - Китай фактически перехватил инициативу у ОПЕК по стабилизации мирового рынка нефти, дальнейший рост китайских резервов усилит роль КНР на энергорынке - взаиморасчеты между РФ и КНР уже почти полностью ведутся в рублях и юанях - все условия для сотрудничества РФ и Китая в сфере энергетики созданы — ТАСС #вэф	04.09.2026	9:25	Market Twits	04.09.2026 9:25:00	
Не важно	Сечин: важнейшим маршрутом поставки энергоресурсов на фоне ближневосточного кризиса стал СМП, у Китая есть приоритетный доступ к нему Читать далее 👉 https://smartlab.news/i/203133 мы в max	04.09.2026	9:25	Смарт Лаб	04.09.2026 9:25:00	
Возможно	#Политика Коммерсантъ: Предложенный президентом США Дональдом Трампом план урегулирования конфликта на Украине вызывает непонимание у мирового сообщества и вряд ли может быть воплощен на практике, сказал советник президента России Антон Кобяков. Согласно утечкам в СМИ, план представляет собой комплексное мирное соглашение, которое предполагает подтверждение суверенитета Украины при одновременном замораживании территориальных уступок.	04.09.2026	9:27	Шпион РЦБ	04.09.2026 9:27:00	
Возможно	#Политика Коммерсантъ: Предложенный президентом США Дональдом Трампом план урегулирования конфликта на Украине вызывает непонимание у мирового сообщества и вряд ли может быть воплощен на практике, сказал советник президента России Антон Кобяков. Согласно утечкам в СМИ, план представляет собой комплексное мирное соглашение, которое предполагает подтверждение суверенитета Украины при одновременном замораживании территориальных уступок.	04.09.2026	9:27	Шпион РЦБ	04.09.2026 9:27:00	
Не важно	⚠️🇷🇺#дкп #россия #опрос ЦБ РФ на заседании 11 сентября оставит ключевую ставку без изменений на уровне 14% — аналитики, опрос Известия	04.09.2026	9:29	Market Twits	04.09.2026 9:29:00	
Не важно	#Газ #Нефтянка За семь месяцев 2026 года объем торговли энергоресурсами между Россией и Китаем превысил $50 млрд — вице-премьер Госсовета КНР Дин Сюэсян По сравнению с прошлогодним показателем объем торговли энергоресурсами увеличился на 20%. Он составил одну треть всего комплекса двустороннего товарооборота.	04.09.2026	9:31	Шпион РЦБ	04.09.2026 9:31:00	
Не важно	Россия в условиях санкционного давления сталкивается с оттоком капитала. Необходимо перезапустить инвестиционный цикл и активнее привлекать частный капитал внутри страны — советник президента, Кобяков Читать далее 👉 https://smartlab.news/i/203134 мы в max	04.09.2026	9:33	Смарт Лаб	04.09.2026 9:33:00	
Возможно	#политика Бессент сообщил о присоединении ЕС к кампании экономического давления на Иран	04.09.2026	9:38	Шпион РЦБ	04.09.2026 9:38:00	
Не важно	МНЕНИЕ: Хедж-фонды представляют большую угрозу для казначейских облигаций США, чем когда-либо представлял Китай — обозреватель Reuters Читать далее 👉 https://smartlab.news/i/203135 мы в max	04.09.2026	9:39	Смарт Лаб	04.09.2026 9:39:00	
Не важно	МНЕНИЕ: ЦБ РФ на заседании 11 сентября сохранит ключевую ставку на уровне 14% — прогноз 18 из 21 опрошенных аналитика — Известия Читать далее 👉 https://smartlab.news/i/203136 мы в max	04.09.2026	9:41	Смарт Лаб	04.09.2026 9:41:00	
